VIN,Stock,Milege,Interior_Color,Exterior_color,Drive_type,Model,Make,Request Info,Photo,Year,Location,Payment,Trim,Price
,,,,,,,,,,,,,,
1GYKPPRL4RZ100812,KWMP240322,"12,791",Gray,Silver,All-Wheel Drive,LYRIQ,Cadillac,(443) 275-0189,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"White Marsh, MD",$742/mo est.,Luxury 1 AWD,"$42,000.00"
1GYKPSRK9RZ107068,RZ107068A,"25,818",Juniper,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(833) 307-1427,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Carrollton, TX",$677/mo est.,Luxury 3 RWD,"$38,299.00"
1GYKPPRL5RZ102567,22C1594P,"19,991",Gray,Black,All-Wheel Drive,LYRIQ,Cadillac,(864) 778-8458,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"White Bear Lake, MN",$724/mo est.,Luxury 1 AWD,"$40,998.00"
1GYKPRRK6RZ136598,5389258,"11,662",Noir with Santorini Blue accents,Opulent Blue Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$742/mo est.,Luxury 2 RWD,"$41,998.00"
1GYKPNRK7SZ308409,L250424,"5,180",Sky Cool Gray with Santorini Blue accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(714) 477-7487,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Tustin, CA","$1,057/mo est.",Luxury 1 RWD,"$59,990.00"
1GYKPMRK1RZ103317,RZ103317,"10,491",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(614) 964-4867,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Columbus, OH",$671/mo est.,Tech RWD,"$37,977.00"
1GYKPPRL6RZ102755,102755,"29,714",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(415) 417-2061,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Euless, TX",$636/mo est.,Luxury 1 AWD,"$35,981.00"
1GYKPTRL4RZ109244,LLU2908,"20,852",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(215) 999-1865,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Lansdale, PA",$705/mo est.,Sport 1 AWD,"$39,890.00"
1GYKPPRL5RZ100656,U3026,"23,529",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(865) 432-0073,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Knoxville, TN",$732/mo est.,Luxury 1 AWD,"$41,410.00"
1GYKPSRL8RZ138739,9964,"12,325",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(765) 571-3338,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Gas City, IN",$809/mo est.,Luxury 3 AWD,"$45,790.00"
1GYKPYRLXSZ301755,55175D,"6,194",Oxford Stone With Garnet Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(937) 696-7762,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Dayton, OH","$1,057/mo est.",Sport 3 AWD,"$59,975.00"
1GYKPSRL5RZ139184,13425,"6,861",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Chantilly, VA",$786/mo est.,Luxury 3 AWD,"$44,500.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPSRL0RZ135706,PRH1563,"10,615",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(507) 473-4094,https://static.cargurus.com/images/forsale/2025/08/15/13/04/2024_cadillac_lyriq-pic-8746645030598326158-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Rochester, MN",$742/mo est.,Luxury 3 AWD,"$41,995.00"
1GYKPTRK9RZ101731,3758P,"20,942",Sky Cool Gray,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(980) 223-3107,https://static.cargurus.com/images/forsale/2025/08/11/13/47/2024_cadillac_lyriq-pic-1889424035272606999-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Monroe, NC",$682/mo est.,Sport 1 RWD,"$38,588.00"
1GYKPTRL7SZ302106,5915,"9,544",Gray,Black,All-Wheel Drive,LYRIQ,Cadillac,(904) 299-1829,https://static.cargurus.com/images/forsale/2025/09/18/00/53/2025_cadillac_lyriq-pic-8174744923542675083-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Jacksonville, FL",$906/mo est.,Luxury 3 AWD,"$51,400.00"
1GYKPRRL7SZ310550,UT310550,"5,370",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(916) 822-6863,https://static.cargurus.com/images/forsale/2025/09/20/14/42/2025_cadillac_lyriq-pic-452184428109266535-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Sacramento, CA","$1,020/mo est.",Luxury 2 AWD,"$57,900.00"
1GYKPPRL4PZ002876,KFCP230126,"40,020",,Gray,All-Wheel Drive,LYRIQ,Cadillac,(571) 777-0387,https://static.cargurus.com/images/forsale/2025/09/28/09/35/2023_cadillac_lyriq-pic-1203091367615524946-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2023,"Falls Church, VA",$575/mo est.,Luxury AWD,"$32,500.00"
,,,,,,,,,,,,,,
1GYKPTRL2SZ300926,U14949,"6,833",Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(914) 521-3790,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"New Rochelle, NY",$932/mo est.,Luxury 3 AWD,"$52,900.00"
1GYKPVRK0RZ118168,118168,"10,967",Sky Gray With Santorini Blue Accents,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(415) 417-2061,https://static.cargurus.com/images/forsale/2025/08/31/06/25/2024_cadillac_lyriq-pic-215355895202338028-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Euless, TX",$740/mo est.,Sport 2 RWD,"$41,881.00"
1GYKPWRL6RZ105326,5389249,"5,226",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static.cargurus.com/images/forsale/2025/09/27/01/06/2023_cadillac_xt5-pic-4698753900458780605-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"San Antonio, TX",$883/mo est.,Sport 3 AWD,"$49,998.00"
1GYKPMRK3RZ101858,54584A,"21,100",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(631) 869-7637,https://static.cargurus.com/images/forsale/2025/09/27/19/30/2024_cadillac_lyriq-pic-6345904967933579938-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Bay Shore, NY",$670/mo est.,Tech RWD,"$37,919.00"
1GYKPWRL2RZ132474,5389560,"7,009",Juniper with Sky Cool Gray accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$883/mo est.,Sport 3 AWD,"$49,998.00"
,,,,,,,,,,,,,,
1GYKPWRLXSZ305955,CP2307,"9,451",Sky Cool Gray W/ Santorini Blue Accents (h7e),Opulent Blue Metallic (gtr),All-Wheel Drive,LYRIQ,Cadillac,(419) 518-2247,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Clyde, OH","$1,038/mo est.",Sport 2 AWD,"$58,893.00"
1GYKPPRL4RZ108165,STK108165,"8,965",Sky Gray With Santorini Blue Accents,Nimbus Metallic,All-Wheel Drive,LYRIQ,Cadillac,(765) 436-0276,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Elwood, IN",$760/mo est.,Luxury 1 AWD,"$42,995.00"
1GYKPPRKXRZ102250,FP2030,"23,477",,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,,,2024,"Crestview, FL",$689/mo est.,Luxury 1 RWD,"$38,990.00"
1GYKPWRL1RZ117478,X117478,"9,981",Oxford Stone,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(714) 627-4294,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Buena Park, CA",$918/mo est.,Sport 3 AWD,"$51,995.00"
1GYKPSRL5RZ138908,PA38908,"11,658",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(410) 397-7716,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Annapolis, MD",$795/mo est.,Luxury 3 AWD,"$44,992.00"
1GYKPPRK5RZ143885,RZ143885,"5,788",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(650) 844-0198,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Francisco, CA",$712/mo est.,Luxury 1 RWD,"$40,299.00"
1GYKPWRK8RZ119638,P6619,"2,895","Noir With Santorini Blue Accents, Inteluxe Seat Tr",Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Morrow, GA",$865/mo est.,Sport 3 RWD,"$48,992.00"
1GYKPWRK1SZ310338,E502037L,"1,710","Noir with Santorini Blue accents, Inteluxe seat tr",Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(844) 933-2952,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Sherman Oaks, CA","$1,088/mo est.",Sport 2 RWD,"$61,715.00"
1GYKPSRL6RZ139291,I31979,"12,973",,Red,All-Wheel Drive,LYRIQ,Cadillac,(614) 418-6751,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Columbus, OH",$781/mo est.,Luxury 3 AWD,"$44,210.00"
1GYKPSRL4RZ137961,5389254,"9,726",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$795/mo est.,Luxury 3 AWD,"$44,998.00"
1GYKPYRL5SZ306801,P6643,"5,366","Juniper With Sky Cool Gray Accents, Full Leather S",Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Morrow, GA",$952/mo est.,Sport 3 AWD,"$53,993.00"
1GYKPSRLXRZ138886,P3362,"12,176",,Red,All-Wheel Drive,LYRIQ,Cadillac,(585) 332-5493,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Albion, NY",$804/mo est.,Luxury 3 AWD,"$45,485.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPURK7SZ300627,MNI250724A,"13,913",,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(623) 887-1151,https://static.cargurus.com/images/forsale/2025/07/16/22/36/2025_cadillac_lyriq-pic-1268325892194727738-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Mesa, AZ",$844/mo est.,Sport 1 RWD,"$47,895.00"
1GYKPPRK4RZ100770,Z309225A,"26,979",Noir With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(813) 544-6857,https://static.cargurus.com/images/forsale/2025/10/01/02/00/2024_cadillac_lyriq-pic-1096532210812774693-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Tampa, FL",$679/mo est.,Luxury 1 RWD,"$38,431.00"
1GYKPTRK3RZ132389,5TA106P,"9,522",Noir With Santorini Blue Accents,Opulent Blue Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(248) 900-3171,https://static.cargurus.com/images/forsale/2025/09/26/13/04/2024_cadillac_lyriq-pic-4288695119718661401-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Troy, MI",$776/mo est.,Sport 1 RWD,"$43,900.00"
1GYKPMRK5RZ141391,RZ141391,"10,339",Noir,Opulent Blue Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(844) 974-1661,https://static.cargurus.com/images/forsale/2025/10/01/10/45/2024_cadillac_lyriq-pic-37100683726566810-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Dallas, TX",$671/mo est.,Tech RWD,"$37,996.00"
1GYKPRRK6RZ136665,5389252,"9,476",Sky Cool Gray with Santorini Blue accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static.cargurus.com/images/forsale/2025/09/27/01/06/2023_cadillac_xt5-pic-4698753900458780605-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"San Antonio, TX",$760/mo est.,Luxury 2 RWD,"$42,998.00"
,,,,,,,,,,,,,,
1GYKPPRL3RZ108237,PG628,"10,453",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(833) 335-0582,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Raynham, MA",$756/mo est.,Luxury 1 AWD,"$42,800.00"
1GYKPWRK1RZ127838,127838,"13,480",Noir w/ Santorini Blue Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(615) 645-2901,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Murfreesboro, TN",$882/mo est.,Sport 3 RWD,"$49,950.00"
1GYKPPRLXRZ105299,PTA105299,"16,924",Noir With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(531) 530-3536,https://static.cargurus.com/images/forsale/2025/09/24/17/46/2024_cadillac_lyriq-pic-3256299967401510238-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Livonia, MI",$760/mo est.,Luxury 1 AWD,"$42,990.00"
1GYKPTRL0RZ101674,C1067,"23,101",Black,Black,All-Wheel Drive,LYRIQ,Cadillac,(901) 557-8099,https://static.cargurus.com/images/forsale/2025/09/23/21/57/2024_cadillac_lyriq-pic-587215601385180282-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Memphis, TN",$724/mo est.,Sport 1 AWD,"$40,991.00"
1GYKPMRK6PZ001511,1511,"22,326",Sky Cool Gray,Gray (Satin Steel Metallic),Rear-Wheel Drive,LYRIQ,Cadillac,(833) 993-3180,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Houston, TX",$655/mo est.,Luxury RWD,"$36,995.00"
,,,,,,,,,,,,,,
1GYKPSRL1RZ139263,P0588,"16,938",Noir with Santorini Blue accents,Celestial Metallic,All-Wheel Drive,LYRIQ,Cadillac,(724) 313-9257,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"McClellandtown, PA",$760/mo est.,Luxury 3 AWD,"$42,995.00"
1GYKPPRL0PZ003040,WG260047A,"43,450",Noir,Gray (Satin Steel Metallic),All-Wheel Drive,LYRIQ,Cadillac,(412) 704-8308,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Pittsburgh, PA",$632/mo est.,Luxury AWD,"$35,722.00"
1GYKPMRK5PZ000060,5389261,"28,618",Gray (Sky Cool Grey),Gray (Satin Steel Metallic),Rear-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"San Antonio, TX",$655/mo est.,Luxury RWD,"$36,998.00"
1GYKPWRL2RZ132314,P6639,"8,418","Juniper With Sky Cool Gray Accents, Full Leather S",Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Morrow, GA",$865/mo est.,Sport 3 AWD,"$48,992.00"
1GYKPSRL4RZ136129,M1002,"10,141",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(704) 397-3275,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Kannapolis, NC",$790/mo est.,Luxury 3 AWD,"$44,725.00"
1GYKPYRL6SZ302966,P6611,"9,869","Sky Cool Gray With Santorini Blue Accents, Intelux",Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Morrow, GA",$942/mo est.,Sport 3 AWD,"$53,422.00"
1GYKPTRK0RZ110415,P9965,"6,091",Noir with Santorini Blue accents,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(951) 724-3310,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Murrieta, CA",$758/mo est.,Sport 1 RWD,"$42,910.00"
1GYKPPRK1RZ132866,5389557,"6,933",Noir with Santorini Blue accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$742/mo est.,Luxury 1 RWD,"$41,998.00"
1GYKPTRL0SZ302125,55331D,"8,462",Noir,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(937) 696-7762,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Dayton, OH",$952/mo est.,Luxury 3 AWD,"$53,990.00"
1GYKPSRL3RZ140446,5388960,"6,397",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$830/mo est.,Luxury 3 AWD,"$46,998.00"
1GYKPURL4SZ305647,R96148,"2,380",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,,,2025,"Olympia, WA","$1,049/mo est.",Sport 1 AWD,"$59,497.00"
1GYKPMRK3RZ105313,T105313,"26,029",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(318) 351-2395,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Shreveport, LA",$642/mo est.,Tech RWD,"$36,334.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPWRK8RZ119638,P6619,"2,895","Noir With Santorini Blue Accents, Inteluxe Seat Tr",Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static.cargurus.com/images/forsale/2025/10/01/19/14/2024_cadillac_lyriq-pic-4849776950258950913-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Morrow, GA",$865/mo est.,Sport 3 RWD,"$48,992.00"
1GYKPSRL9RZ139141,RZ139141,"7,402",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(678) 854-8925,https://static.cargurus.com/images/forsale/2025/06/11/14/05/2024_cadillac_lyriq-pic-3809348905373416337-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Marietta, GA",$795/mo est.,Luxury 3 AWD,"$44,990.00"
1GYKPPRL0RZ130177,7759110,"11,726",,Silver,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static.cargurus.com/images/forsale/2025/09/09/22/53/2024_cadillac_lyriq-pic-2274836582158947008-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Ballwin, MO",$742/mo est.,Luxury 1 AWD,"$41,990.00"
1GYKPTRK2SZ305518,64080,"10,135",Gray,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(725) 999-0713,https://pictures.dealer.com/c/crestcadillacfrisco/1209/dbff6c0857c598cbb036ce28a054e403x.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Frisco, TX",$917/mo est.,Luxury 3 RWD,"$51,999.00"
1GYKPVRK0RZ120714,18095B,339,NOIR W/SANTORINI BLUE ACCENTS,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(984) 468-9171,https://static.cargurus.com/images/forsale/2025/04/13/09/34/2024_cadillac_lyriq-pic-8992682093750809215-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Raleigh, NC",$865/mo est.,Sport 2 RWD,"$48,967.00"
,,,,,,,,,,,,,,
