web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,phone,data31,data32,data33,data34,title,data35,price,title2,data36
"1759456819-43","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPWRK7RZ140710","J40710","Not Rated","5,390","1-Speed Automatic","","Electric","NIMBUS METALLIC","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(828) 759-5584","2,227 mi away","Lenoir, NC","$811/mo est.","5,390 miles","Sport 3 RWD","Learn more about this 2024 Cadillac LYRIQ","$45,900","2024 Cadillac LYRIQ","Save this listing"
"1759456819-44","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL1RZ138257","PTA138257","Not Rated","16,915","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(531) 530-3536","1,946 mi away","Livonia, MI","$777/mo est.","16,915 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$43,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-45","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL6RZ140361","PTA140361","Not Rated","16,048","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(531) 530-3536","1,946 mi away","Livonia, MI","$777/mo est.","16,048 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$43,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-46","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL4RZ139015","PTA139015","Not Rated","2,743","1-Speed Automatic","Noir","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(531) 530-3536","1,946 mi away","Livonia, MI","$848/mo est.","2,743 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$47,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-47","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPRRL8RZ126194","P9550","Not Rated","11,189","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(216) 528-0398","2,058 mi away","Beachwood, OH","$760/mo est.","11,189 miles","Luxury 2 AWD","Learn more about this 2024 Cadillac LYRIQ","$42,999","2024 Cadillac LYRIQ","Save this listing"
"1759456819-48","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPTRK9RZ100532","RZ100532U","Not Rated","11,717","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(661) 727-4019","734 mi away","Bakersfield, CA","$724/mo est.","11,717 miles","Sport 1 RWD","Learn more about this 2024 Cadillac LYRIQ","$40,995","2024 Cadillac LYRIQ","Save this listing"
"1759456819-49","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL2RZ137893","RZ137893C","Not Rated","13,223","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$738/mo est.","13,223 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$41,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-50","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL6RZ139288","RZ139288C","Not Rated","14,713","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Crystal White Tricoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$738/mo est.","14,713 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$41,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-51","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-52","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-53","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/02/21/27/2024_cadillac_lyriq-pic-2117970128731156115-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPSRLXRZ138998","RZ138998C","Not Rated","7,152","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$773/mo est.","7,152 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$43,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-54","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/02/21/27/2024_cadillac_lyriq-pic-7579870124071850396-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPSRL6RZ139145","RZ139145C","Not Rated","6,285","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Radiant Red Tintcoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$773/mo est.","6,285 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$43,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-55","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/02/21/27/2024_cadillac_lyriq-pic-6488008197418771614-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPSRL4RZ141041","RZ141041C","Not Rated","12,516","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$738/mo est.","12,516 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$41,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-56","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/02/21/27/2024_cadillac_lyriq-pic-9053198412133709365-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPSRL8RZ136361","RZ136361C","Not Rated","2,322","1-Speed Automatic","Noir with Santorini Blue accents","Electric","Radiant Red Tintcoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(417) 528-3586","8 mi away","Portland, OR","$791/mo est.","2,322 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$44,990","2024 Cadillac LYRIQ","Save this listing"
"1759456819-57","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","http://vehicle-photos-published.vauto.com/07/c1/26/57-9a07-4dbd-bc10-932c39b4ea10/image-1.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPSRL0RZ138914","138914E","Not Rated","17,411","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Radiant Red Tintcoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(407) 565-9450","2,531 mi away","Orlando, FL","$741/mo est.","17,411 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$41,969","2024 Cadillac LYRIQ","Save this listing"
"1759456819-58","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Shop eligible cars","","","","","","","","","",""
"1759456819-59","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://content.homenetiol.com/2000096/2063606/1280x768/93c6f62c0e1045339e23974e87ef43e3.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPPRK7RZ103615","UB35955A","Not Rated","14,550","Automatic","","Electric","Black","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(831) 337-0446","621 mi away","Seaside, CA","$652/mo est.","14,550 miles","Luxury 1 RWD","Learn more about this 2024 Cadillac LYRIQ","$36,900","2024 Cadillac LYRIQ","Save this listing"
"1759456819-60","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://pictures.dealer.com/a/arrowheadcadillacglendale/1046/75f5b459a0044f53c08cc3e9a55dcc26x.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPRRK1RZ123046","89948A","Not Rated","34,886","Automatic","Noir with Santorini Blue accents, Inteluxe seat tr","Electric","Celestial Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(929) 325-1728","997 mi away","Glendale, AZ","$705/mo est.","34,886 miles","Luxury 2 RWD","Learn more about this 2024 Cadillac LYRIQ","$39,900","2024 Cadillac LYRIQ","Save this listing"
"1759456819-61","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPMRK2PZ000064","Z000064P","Not Rated","15,693","1-Speed Automatic","Gray (Sky Grey)","Electric","Gray (Satin Steel Metallic)","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2023","Year:","Request info","(410) 376-5875","2,344 mi away","Ellicott City, MD","$662/mo est.","15,693 miles","Luxury RWD","Learn more about this 2023 Cadillac LYRIQ","$37,392","2023 Cadillac LYRIQ","Save this listing"
"1759456819-62","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPPRL0RZ127490","MH10708","Not Rated","25,688","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Crystal White Tricoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(833) 772-7656","2,351 mi away","Laurel, MD","$689/mo est.","25,688 miles","Luxury 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$39,000","2024 Cadillac LYRIQ","Save this listing"
"1759456819-63","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPTRL9RZ111104","MH10709","Not Rated","23,542","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Emerald Lake Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(833) 772-7656","2,351 mi away","Laurel, MD","$716/mo est.","23,542 miles","Sport 1 AWD","Learn more about this 2024 Cadillac LYRIQ","$40,500","2024 Cadillac LYRIQ","Save this listing"
"1759456819-64","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
